"rules","support","confidence","coverage","lift","count"
"35","{ItalAtlas,Florence} => {CookBks}",0.0025,0.625,0.004,1.50421179302046,10
"36","{ItalCook,ItalAtlas} => {RefBks}",0.0095,0.826086956521739,0.0115,4.0346127302649,38
"37","{ItalCook,ItalAtlas} => {YouthBks}",0.00575,0.5,0.0115,2.09863588667366,23
"38","{ItalCook,ItalAtlas} => {GeogBks}",0.00575,0.5,0.0115,1.87441424554827,23
"39","{ItalCook,ItalAtlas} => {DoItYBks}",0.00625,0.543478260869565,0.0115,2.13337884541537,25
"40","{ItalCook,ItalAtlas} => {ChildBks}",0.009,0.782608695652174,0.0115,1.98631648642684,36
"41","{ItalCook,ItalAtlas} => {CookBks}",0.011,0.956521739130435,0.0115,2.3020980484487,44
"42","{ArtBks,ItalAtlas} => {RefBks}",0.0075,0.75,0.01,3.66300366300366,30
"43","{ArtBks,ItalAtlas} => {GeogBks}",0.00525,0.525,0.01,1.96813495782568,21
"44","{ArtBks,ItalAtlas} => {DoItYBks}",0.00525,0.525,0.01,2.06084396467125,21
"45","{ArtBks,ItalAtlas} => {ChildBks}",0.00675,0.675,0.01,1.71319796954315,27
"46","{ArtBks,ItalAtlas} => {CookBks}",0.0085,0.85,0.01,2.04572803850782,34
"47","{RefBks,ItalAtlas} => {YouthBks}",0.011,0.5,0.022,2.09863588667366,44
"48","{YouthBks,ItalAtlas} => {RefBks}",0.011,0.628571428571429,0.0175,3.06994592708878,44
"49","{RefBks,ItalAtlas} => {GeogBks}",0.011,0.5,0.022,1.87441424554827,44
"50","{GeogBks,ItalAtlas} => {RefBks}",0.011,0.709677419354839,0.0155,3.46606798219701,44
"51","{RefBks,ItalAtlas} => {DoItYBks}",0.01175,0.534090909090909,0.022,2.0965295744491,47
"52","{DoItYBks,ItalAtlas} => {RefBks}",0.01175,0.671428571428571,0.0175,3.27926042211756,47
"53","{RefBks,ItalAtlas} => {ChildBks}",0.0175,0.795454545454545,0.022,2.01892016612829,70
"54","{ChildBks,ItalAtlas} => {RefBks}",0.0175,0.707070707070707,0.02475,3.45333678667012,70
"55","{RefBks,ItalAtlas} => {CookBks}",0.0185,0.840909090909091,0.022,2.02384859424571,74
"56","{CookBks,ItalAtlas} => {RefBks}",0.0185,0.672727272727273,0.0275,3.28560328560329,74
"57","{GeogBks,ItalAtlas} => {YouthBks}",0.00775,0.5,0.0155,2.09863588667366,31
"58","{YouthBks,ItalAtlas} => {DoItYBks}",0.00925,0.528571428571429,0.0175,2.07486331136969,37
"59","{DoItYBks,ItalAtlas} => {YouthBks}",0.00925,0.528571428571429,0.0175,2.21855793734073,37
"60","{YouthBks,ItalAtlas} => {ChildBks}",0.01475,0.842857142857143,0.0175,2.13923132704859,59
"61","{ChildBks,ItalAtlas} => {YouthBks}",0.01475,0.595959595959596,0.02475,2.50140439017669,59
"62","{YouthBks,ItalAtlas} => {CookBks}",0.015,0.857142857142857,0.0175,2.06291903042806,60
"63","{CookBks,ItalAtlas} => {YouthBks}",0.015,0.545454545454545,0.0275,2.28942096728036,60
"64","{GeogBks,ItalAtlas} => {DoItYBks}",0.008,0.516129032258065,0.0155,2.02602171642027,32
"65","{GeogBks,ItalAtlas} => {ChildBks}",0.013,0.838709677419355,0.0155,2.12870476502374,52
"66","{ChildBks,ItalAtlas} => {GeogBks}",0.013,0.525252525252525,0.02475,1.96908163168707,52
"67","{GeogBks,ItalAtlas} => {CookBks}",0.014,0.903225806451613,0.0155,2.17382865571989,56
"68","{CookBks,ItalAtlas} => {GeogBks}",0.014,0.509090909090909,0.0275,1.90849450455823,56
"69","{DoItYBks,ItalAtlas} => {ChildBks}",0.014,0.8,0.0175,2.03045685279188,56
"70","{ChildBks,ItalAtlas} => {DoItYBks}",0.014,0.565656565656566,0.02475,2.22043794173333,56
"71","{DoItYBks,ItalAtlas} => {CookBks}",0.01675,0.957142857142857,0.0175,2.30359291731133,67
"72","{CookBks,ItalAtlas} => {DoItYBks}",0.01675,0.609090909090909,0.0275,2.39093585511642,67
"73","{ChildBks,ItalAtlas} => {CookBks}",0.0215,0.868686868686869,0.02475,2.09070245171328,86
"74","{CookBks,ItalAtlas} => {ChildBks}",0.0215,0.781818181818182,0.0275,1.98431010613752,86
"75","{ItalArt,Florence} => {ArtBks}",0.0045,0.666666666666667,0.00675,2.98953662182362,18
"76","{ItalArt,Florence} => {YouthBks}",0.0035,0.518518518518518,0.00675,2.17636314173565,14
"77","{ItalArt,Florence} => {GeogBks}",0.00375,0.555555555555556,0.00675,2.08268249505363,15
"78","{ItalArt,Florence} => {ChildBks}",0.004,0.592592592592593,0.00675,1.50404211317917,16
"79","{ItalArt,Florence} => {CookBks}",0.00425,0.62962962962963,0.00675,1.51535410259839,17
"80","{ItalCook,ItalArt} => {ArtBks}",0.0125,0.757575757575758,0.0165,3.39720070661775,50
"81","{ArtBks,ItalArt} => {ItalCook}",0.0125,0.568181818181818,0.022,5.28541226215645,50
"82","{ItalCook,ItalArt} => {YouthBks}",0.00875,0.53030303030303,0.0165,2.22582594041146,35
"83","{ItalCook,ItalArt} => {GeogBks}",0.00875,0.53030303030303,0.0165,1.98801510891483,35
"84","{ItalCook,ItalArt} => {DoItYBks}",0.009,0.545454545454545,0.0165,2.14113658667142,36
"85","{ItalCook,ItalArt} => {ChildBks}",0.0125,0.757575757575758,0.0165,1.92278111059837,50
"86","{ItalCook,ItalArt} => {CookBks}",0.015,0.909090909090909,0.0165,2.18794442621157,60
"87","{ArtBks,ItalArt} => {GeogBks}",0.01125,0.511363636363636,0.022,1.91701456931073,45
"88","{GeogBks,ItalArt} => {ArtBks}",0.01125,0.569620253164557,0.01975,2.55435091105182,45
"89","{ArtBks,ItalArt} => {DoItYBks}",0.012,0.545454545454545,0.022,2.14113658667142,48
"90","{ArtBks,ItalArt} => {ChildBks}",0.01475,0.670454545454545,0.022,1.70166128287956,59
"91","{ArtBks,ItalArt} => {CookBks}",0.016,0.727272727272727,0.022,1.75035554096926,64
"92","{CookBks,ItalArt} => {ArtBks}",0.016,0.503937007874016,0.03175,2.25980721019738,64
"93","{RefBks,ItalArt} => {DoItYBks}",0.01075,0.573333333333333,0.01875,2.25057245665685,43
"94","{RefBks,ItalArt} => {ChildBks}",0.0145,0.773333333333333,0.01875,1.96277495769882,58
"95","{RefBks,ItalArt} => {CookBks}",0.0145,0.773333333333333,0.01875,1.86121139189731,58
"96","{YouthBks,ItalArt} => {GeogBks}",0.01125,0.523255813953488,0.0215,1.96159630348074,45
"97","{GeogBks,ItalArt} => {YouthBks}",0.01125,0.569620253164557,0.01975,2.39085101013455,45
"98","{YouthBks,ItalArt} => {DoItYBks}",0.013,0.604651162790698,0.0215,2.3735079991784,52
"99","{DoItYBks,ItalArt} => {YouthBks}",0.013,0.52,0.025,2.18258132214061,52
"100","{YouthBks,ItalArt} => {ChildBks}",0.01725,0.802325581395349,0.0215,2.03635934364302,69
"101","{ChildBks,ItalArt} => {YouthBks}",0.01725,0.543307086614173,0.03175,2.28040749890524,69
"102","{YouthBks,ItalArt} => {CookBks}",0.0175,0.813953488372093,0.0215,1.95897349788711,70
"103","{CookBks,ItalArt} => {YouthBks}",0.0175,0.551181102362205,0.03175,2.31345688294734,70
"104","{GeogBks,ItalArt} => {DoItYBks}",0.01225,0.620253164556962,0.01975,2.43475236332468,49
"105","{GeogBks,ItalArt} => {ChildBks}",0.01575,0.79746835443038,0.01975,2.02403135642228,63
"106","{GeogBks,ItalArt} => {CookBks}",0.017,0.860759493670886,0.01975,2.0716233301345,68
"107","{CookBks,ItalArt} => {GeogBks}",0.017,0.535433070866142,0.03175,2.0072467511383,68
"108","{DoItYBks,ItalArt} => {ChildBks}",0.0195,0.78,0.025,1.97969543147208,78
"109","{ChildBks,ItalArt} => {DoItYBks}",0.0195,0.614173228346457,0.03175,2.41088607790562,78
"110","{DoItYBks,ItalArt} => {CookBks}",0.01925,0.77,0.025,1.8531889290012,77
"111","{CookBks,ItalArt} => {DoItYBks}",0.01925,0.606299212598425,0.03175,2.37997728203504,77
"112","{ChildBks,ItalArt} => {CookBks}",0.02575,0.811023622047244,0.03175,1.95192207472261,103
"113","{CookBks,ItalArt} => {ChildBks}",0.02575,0.811023622047244,0.03175,2.0584355889524,103
"114","{ItalCook,Florence} => {ArtBks}",0.00525,0.51219512195122,0.01025,2.29683911188888,21
"115","{ItalCook,Florence} => {GeogBks}",0.00575,0.560975609756098,0.01025,2.10300134866391,23
"116","{ItalCook,Florence} => {ChildBks}",0.00525,0.51219512195122,0.01025,1.29998761916553,21
"117","{ItalCook,Florence} => {CookBks}",0.00725,0.707317073170732,0.01025,1.70232749258901,29
"118","{ArtBks,Florence} => {GeogBks}",0.01525,0.530434782608696,0.02875,1.98850902571207,61
"119","{ArtBks,Florence} => {ChildBks}",0.015,0.521739130434783,0.02875,1.32421099095122,60
"120","{RefBks,Florence} => {ChildBks}",0.01475,0.694117647058824,0.02125,1.76171991639295,59
"121","{RefBks,Florence} => {CookBks}",0.01275,0.6,0.02125,1.44404332129964,51
"122","{YouthBks,Florence} => {GeogBks}",0.014,0.589473684210526,0.02375,2.20983574212006,56
"123","{YouthBks,Florence} => {ChildBks}",0.017,0.715789473684211,0.02375,1.816724552498,68
"124","{YouthBks,Florence} => {CookBks}",0.01575,0.663157894736842,0.02375,1.59604788143644,63
"125","{DoItYBks,Florence} => {GeogBks}",0.013,0.547368421052632,0.02375,2.05199033196863,52
"126","{GeogBks,Florence} => {ChildBks}",0.01975,0.642276422764228,0.03075,1.63014320498535,79
"127","{ChildBks,Florence} => {GeogBks}",0.01975,0.509677419354839,0.03875,1.91069323094597,79
"128","{GeogBks,Florence} => {CookBks}",0.01975,0.642276422764228,0.03075,1.54579163120151,79
"129","{CookBks,Florence} => {GeogBks}",0.01975,0.568345323741007,0.03475,2.13062914242177,79
"130","{DoItYBks,Florence} => {ChildBks}",0.01725,0.726315789473684,0.02375,1.84344109003473,69
"131","{DoItYBks,Florence} => {CookBks}",0.015,0.631578947368421,0.02375,1.52004560136804,60
"132","{ChildBks,Florence} => {CookBks}",0.0235,0.606451612903226,0.03875,1.4595706688405,94
"133","{CookBks,Florence} => {ChildBks}",0.0235,0.676258992805755,0.03475,1.71639338275572,94
"134","{ArtBks,ItalCook} => {ChildBks}",0.021,0.613138686131387,0.03425,1.5561895587091,84
"135","{ArtBks,ItalCook} => {CookBks}",0.02525,0.737226277372263,0.03425,1.77431113687669,101
"136","{RefBks,ItalCook} => {YouthBks}",0.01325,0.504761904761905,0.02625,2.11862289511817,53
"137","{RefBks,ItalCook} => {ChildBks}",0.0195,0.742857142857143,0.02625,1.8854242204496,78
"138","{RefBks,ItalCook} => {CookBks}",0.02325,0.885714285714286,0.02625,2.13168299810899,93
"139","{YouthBks,ItalCook} => {ChildBks}",0.02625,0.719178082191781,0.0365,1.82532508170503,105
"140","{YouthBks,ItalCook} => {CookBks}",0.0315,0.863013698630137,0.0365,2.07704861282825,126
"141","{GeogBks,ItalCook} => {ChildBks}",0.02675,0.699346405228758,0.03825,1.77499087621512,107
"142","{GeogBks,ItalCook} => {CookBks}",0.029,0.758169934640523,0.03825,1.82471705087972,116
"143","{DoItYBks,ItalCook} => {ChildBks}",0.0265,0.706666666666667,0.0375,1.79357021996616,106
"144","{DoItYBks,ItalCook} => {CookBks}",0.03125,0.833333333333333,0.0375,2.00561572402728,125
"145","{ChildBks,ItalCook} => {CookBks}",0.0485,0.804979253112033,0.06025,1.93737485706867,194
"146","{CookBks,ItalCook} => {ChildBks}",0.0485,0.705454545454545,0.06875,1.7904937701892,194
"147","{RefBks,ArtBks} => {DoItYBks}",0.033,0.521739130434783,0.06325,2.04804369159875,132
"148","{RefBks,ArtBks} => {ChildBks}",0.0425,0.671936758893281,0.06325,1.70542324592203,170
"149","{RefBks,ArtBks} => {CookBks}",0.04525,0.715415019762846,0.06325,1.72181713540998,181
"150","{YouthBks,ArtBks} => {GeogBks}",0.0395,0.568345323741007,0.0695,2.13062914242177,158
"151","{YouthBks,ArtBks} => {ChildBks}",0.0465,0.669064748201439,0.0695,1.69813387868385,186
"152","{YouthBks,ArtBks} => {CookBks}",0.0515,0.741007194244604,0.0695,1.78341081647318,206
"153","{ArtBks,GeogBks} => {ChildBks}",0.051,0.627692307692308,0.08125,1.59312768449824,204
"154","{ArtBks,GeogBks} => {CookBks}",0.05525,0.68,0.08125,1.63658243080626,221
"155","{DoItYBks,ArtBks} => {ChildBks}",0.05375,0.721476510067114,0.0745,1.83115865499268,215
"156","{ChildBks,ArtBks} => {DoItYBks}",0.05375,0.510688836104513,0.10525,2.0046666775447,215
"157","{DoItYBks,ArtBks} => {CookBks}",0.053,0.711409395973154,0.0745,1.71217664494141,212
"158","{ChildBks,ArtBks} => {CookBks}",0.07325,0.695961995249406,0.10525,1.67499878519713,293
"159","{CookBks,ArtBks} => {ChildBks}",0.07325,0.648230088495575,0.113,1.64525403171466,293
"160","{YouthBks,RefBks} => {DoItYBks}",0.045,0.553846153846154,0.08125,2.17407714954329,180
"161","{YouthBks,RefBks} => {ChildBks}",0.062,0.763076923076923,0.08125,1.9367434595861,248
"162","{YouthBks,RefBks} => {CookBks}",0.06825,0.84,0.08125,2.02166064981949,273
"163","{RefBks,GeogBks} => {DoItYBks}",0.044,0.53822629969419,0.08175,2.11276270733735,176
"164","{RefBks,GeogBks} => {ChildBks}",0.05925,0.724770642201835,0.08175,1.83951939645136,237
"165","{RefBks,GeogBks} => {CookBks}",0.0645,0.788990825688073,0.08175,1.89889488733592,258
"166","{DoItYBks,RefBks} => {ChildBks}",0.071,0.767567567567568,0.0925,1.94814103443545,284
"167","{ChildBks,RefBks} => {DoItYBks}",0.071,0.553606237816764,0.12825,2.17313537906482,284
"168","{DoItYBks,RefBks} => {CookBks}",0.0745,0.805405405405405,0.0925,1.93840049435717,298
"169","{CookBks,RefBks} => {DoItYBks}",0.0745,0.53309481216458,0.13975,2.09261947856557,298
"170","{ChildBks,RefBks} => {CookBks}",0.1035,0.807017543859649,0.12825,1.94228049063694,414
"171","{CookBks,RefBks} => {ChildBks}",0.1035,0.740608228980322,0.13975,1.87971631720894,414
"172","{YouthBks,GeogBks} => {DoItYBks}",0.0545,0.521531100478469,0.1045,2.04722708725601,218
"173","{YouthBks,DoItYBks} => {GeogBks}",0.0545,0.527845036319613,0.10325,1.97880051103885,218
"174","{DoItYBks,GeogBks} => {YouthBks}",0.0545,0.53960396039604,0.101,2.26486447175672,218
"175","{YouthBks,GeogBks} => {ChildBks}",0.0755,0.722488038277512,0.1045,1.83372598547592,302
"176","{ChildBks,YouthBks} => {GeogBks}",0.0755,0.511864406779661,0.1475,1.91889187171382,302
"177","{ChildBks,GeogBks} => {YouthBks}",0.0755,0.516239316239316,0.14625,2.16679671034341,302
"178","{YouthBks,GeogBks} => {CookBks}",0.08025,0.767942583732057,0.1045,1.84823726529978,321
"179","{CookBks,GeogBks} => {YouthBks}",0.08025,0.5136,0.15625,2.15571878279119,321
"180","{YouthBks,DoItYBks} => {ChildBks}",0.08025,0.777239709443099,0.10325,1.97268961787589,321
"181","{ChildBks,YouthBks} => {DoItYBks}",0.08025,0.544067796610169,0.1475,2.13569301907819,321
"182","{YouthBks,DoItYBks} => {CookBks}",0.08375,0.811138014527845,0.10325,1.95219738755197,335
"183","{YouthBks,CookBks} => {DoItYBks}",0.08375,0.520186335403727,0.161,2.041948323469,335
"184","{ChildBks,YouthBks} => {CookBks}",0.12,0.813559322033898,0.1475,1.95802484244019,480
"185","{YouthBks,CookBks} => {ChildBks}",0.12,0.745341614906832,0.161,1.89172998707318,480
"186","{DoItYBks,GeogBks} => {ChildBks}",0.07375,0.73019801980198,0.101,1.85329446650249,295
"187","{ChildBks,GeogBks} => {DoItYBks}",0.07375,0.504273504273504,0.14625,1.97948382442985,295
"188","{DoItYBks,GeogBks} => {CookBks}",0.0775,0.767326732673267,0.101,1.84675507261918,310
"189","{ChildBks,GeogBks} => {CookBks}",0.1095,0.748717948717949,0.14625,1.8019685889722,438
"190","{CookBks,GeogBks} => {ChildBks}",0.1095,0.7008,0.15625,1.77868020304569,438
"191","{ChildBks,DoItYBks} => {CookBks}",0.12775,0.791021671826625,0.1615,1.90378260367419,511
"192","{CookBks,DoItYBks} => {ChildBks}",0.12775,0.757037037037037,0.16875,1.92141379958639,511
"193","{ChildBks,CookBks} => {DoItYBks}",0.12775,0.527892561983471,0.242,2.07219847687329,511
"194","{ItalAtlas,ItalArt,Florence} => {ArtBks}",0.0015,0.857142857142857,0.00175,3.84368994234465,6
"195","{ArtBks,ItalAtlas,Florence} => {ItalArt}",0.0015,0.75,0.002,17.3410404624277,6
"196","{ItalAtlas,ItalArt,Florence} => {RefBks}",0.00175,1,0.00175,4.88400488400488,7
"197","{RefBks,ItalAtlas,Florence} => {ItalArt}",0.00175,0.5,0.0035,11.5606936416185,7
"198","{RefBks,ItalArt,Florence} => {ItalAtlas}",0.00175,0.636363636363636,0.00275,19.5804195804196,7
"199","{ItalAtlas,ItalArt,Florence} => {YouthBks}",0.001,0.571428571428571,0.00175,2.39844101334133,4
"200","{YouthBks,ItalAtlas,Florence} => {ItalArt}",0.001,0.5,0.002,11.5606936416185,4
"201","{ItalAtlas,ItalArt,Florence} => {ChildBks}",0.001,0.571428571428571,0.00175,1.45032632342277,4
"202","{ItalCook,ItalAtlas,ItalArt} => {ArtBks}",0.00375,0.882352941176471,0.00425,3.95673964653126,15
"203","{ArtBks,ItalAtlas,ItalArt} => {ItalCook}",0.00375,0.625,0.006,5.81395348837209,15
"204","{ArtBks,ItalCook,ItalAtlas} => {ItalArt}",0.00375,0.833333333333333,0.0045,19.2678227360308,15
"205","{ItalCook,ItalAtlas,ItalArt} => {RefBks}",0.004,0.941176470588235,0.00425,4.59671047906342,16
"206","{RefBks,ItalAtlas,ItalArt} => {ItalCook}",0.004,0.551724137931034,0.00725,5.13231756214916,16
"207","{RefBks,ItalCook,ItalArt} => {ItalAtlas}",0.004,0.64,0.00625,19.6923076923077,16
"208","{ItalCook,ItalAtlas,ItalArt} => {GeogBks}",0.00275,0.647058823529412,0.00425,2.42571255306246,11
"209","{GeogBks,ItalAtlas,ItalArt} => {ItalCook}",0.00275,0.6875,0.004,6.3953488372093,11
"210","{ItalCook,ItalAtlas,ItalArt} => {DoItYBks}",0.003,0.705882352941177,0.00425,2.77088264157479,12
"211","{DoItYBks,ItalAtlas,ItalArt} => {ItalCook}",0.003,0.666666666666667,0.0045,6.2015503875969,12
"212","{ItalCook,ItalAtlas,ItalArt} => {ChildBks}",0.003,0.705882352941177,0.00425,1.79157957599283,12
"213","{ChildBks,ItalAtlas,ItalArt} => {ItalCook}",0.003,0.5,0.006,4.65116279069767,12
"214","{ItalCook,ItalAtlas,ItalArt} => {CookBks}",0.00425,1,0.00425,2.40673886883273,17
"215","{CookBks,ItalAtlas,ItalArt} => {ItalCook}",0.00425,0.708333333333333,0.006,6.58914728682171,17
"216","{ArtBks,ItalAtlas,ItalArt} => {RefBks}",0.006,1,0.006,4.88400488400488,24
"217","{RefBks,ItalAtlas,ItalArt} => {ArtBks}",0.006,0.827586206896552,0.00725,3.71114890985001,24
"218","{RefBks,ArtBks,ItalAtlas} => {ItalArt}",0.006,0.8,0.0075,18.4971098265896,24
"219","{RefBks,ArtBks,ItalArt} => {ItalAtlas}",0.006,0.648648648648649,0.00925,19.95841995842,24
"220","{YouthBks,ItalAtlas,ItalArt} => {ArtBks}",0.00275,0.611111111111111,0.0045,2.74040857000498,11
"221","{YouthBks,ArtBks,ItalAtlas} => {ItalArt}",0.00275,0.578947368421053,0.00475,13.386066321874,11
"222","{ArtBks,ItalAtlas,ItalArt} => {GeogBks}",0.003,0.5,0.006,1.87441424554827,12
"223","{GeogBks,ItalAtlas,ItalArt} => {ArtBks}",0.003,0.75,0.004,3.36322869955157,12
"224","{ArtBks,GeogBks,ItalAtlas} => {ItalArt}",0.003,0.571428571428571,0.00525,13.2122213047069,12
"225","{ArtBks,ItalAtlas,ItalArt} => {DoItYBks}",0.00325,0.541666666666667,0.006,2.12626758259732,13
"226","{DoItYBks,ItalAtlas,ItalArt} => {ArtBks}",0.00325,0.722222222222222,0.0045,3.23866467364225,13
"227","{DoItYBks,ArtBks,ItalAtlas} => {ItalArt}",0.00325,0.619047619047619,0.00525,14.3132397467658,13
"228","{ArtBks,ItalAtlas,ItalArt} => {ChildBks}",0.004,0.666666666666667,0.006,1.69204737732656,16
"229","{ChildBks,ItalAtlas,ItalArt} => {ArtBks}",0.004,0.666666666666667,0.006,2.98953662182362,16
"230","{ChildBks,ArtBks,ItalAtlas} => {ItalArt}",0.004,0.592592592592593,0.00675,13.7015628345108,16
"231","{ArtBks,ItalAtlas,ItalArt} => {CookBks}",0.0045,0.75,0.006,1.80505415162455,18
"232","{CookBks,ItalAtlas,ItalArt} => {ArtBks}",0.0045,0.75,0.006,3.36322869955157,18
"233","{CookBks,ArtBks,ItalAtlas} => {ItalArt}",0.0045,0.529411764705882,0.0085,12.2407344440666,18
"234","{RefBks,ItalAtlas,ItalArt} => {YouthBks}",0.00375,0.517241379310345,0.00725,2.17100264138655,15
"235","{YouthBks,ItalAtlas,ItalArt} => {RefBks}",0.00375,0.833333333333333,0.0045,4.07000407000407,15
"236","{GeogBks,ItalAtlas,ItalArt} => {RefBks}",0.0035,0.875,0.004,4.27350427350427,14
"237","{RefBks,ItalAtlas,ItalArt} => {DoItYBks}",0.00425,0.586206896551724,0.00725,2.30110656153768,17
"238","{DoItYBks,ItalAtlas,ItalArt} => {RefBks}",0.00425,0.944444444444444,0.0045,4.61267127933795,17
"239","{RefBks,ItalAtlas,ItalArt} => {ChildBks}",0.00525,0.724137931034483,0.00725,1.83791353054437,21
"240","{ChildBks,ItalAtlas,ItalArt} => {RefBks}",0.00525,0.875,0.006,4.27350427350427,21
"241","{RefBks,ItalAtlas,ItalArt} => {CookBks}",0.0055,0.758620689655172,0.00725,1.8258019004938,22
"242","{CookBks,ItalAtlas,ItalArt} => {RefBks}",0.0055,0.916666666666667,0.006,4.47700447700448,22
"243","{YouthBks,ItalAtlas,ItalArt} => {DoItYBks}",0.00275,0.611111111111111,0.0045,2.39886599062262,11
"244","{DoItYBks,ItalAtlas,ItalArt} => {YouthBks}",0.00275,0.611111111111111,0.0045,2.56499941704559,11
"245","{YouthBks,ItalAtlas,ItalArt} => {ChildBks}",0.0035,0.777777777777778,0.0045,1.97405527354766,14
"246","{ChildBks,ItalAtlas,ItalArt} => {YouthBks}",0.0035,0.583333333333333,0.006,2.44840853445261,14
"247","{YouthBks,ItalAtlas,ItalArt} => {CookBks}",0.003,0.666666666666667,0.0045,1.60449257922182,12
"248","{CookBks,ItalAtlas,ItalArt} => {YouthBks}",0.003,0.5,0.006,2.09863588667366,12
"249","{GeogBks,ItalAtlas,ItalArt} => {DoItYBks}",0.00225,0.5625,0.004,2.20804710500491,9
"250","{DoItYBks,ItalAtlas,ItalArt} => {GeogBks}",0.00225,0.5,0.0045,1.87441424554827,9
"251","{GeogBks,ItalAtlas,ItalArt} => {ChildBks}",0.00275,0.6875,0.004,1.74492385786802,11
"252","{GeogBks,ItalAtlas,ItalArt} => {CookBks}",0.0035,0.875,0.004,2.10589651022864,14
"253","{CookBks,ItalAtlas,ItalArt} => {GeogBks}",0.0035,0.583333333333333,0.006,2.18681661980631,14
"254","{DoItYBks,ItalAtlas,ItalArt} => {ChildBks}",0.004,0.888888888888889,0.0045,2.25606316976875,16
"255","{ChildBks,ItalAtlas,ItalArt} => {DoItYBks}",0.004,0.666666666666667,0.006,2.61694471704285,16
"256","{DoItYBks,ItalAtlas,ItalArt} => {CookBks}",0.00425,0.944444444444444,0.0045,2.27303115389758,17
"257","{CookBks,ItalAtlas,ItalArt} => {DoItYBks}",0.00425,0.708333333333333,0.006,2.78050376185803,17
"258","{ChildBks,ItalAtlas,ItalArt} => {CookBks}",0.0045,0.75,0.006,1.80505415162455,18
"259","{CookBks,ItalAtlas,ItalArt} => {ChildBks}",0.0045,0.75,0.006,1.90355329949239,18
"260","{ItalCook,ItalAtlas,Florence} => {RefBks}",0.0015,1,0.0015,4.88400488400488,6
"261","{RefBks,ItalCook,Florence} => {ItalAtlas}",0.0015,0.6,0.0025,18.4615384615385,6
"262","{ItalCook,ItalAtlas,Florence} => {CookBks}",0.0015,1,0.0015,2.40673886883273,6
"263","{CookBks,ItalAtlas,Florence} => {ItalCook}",0.0015,0.6,0.0025,5.58139534883721,6
