"","cluster_v","FixedChargeMean","RoRMean","CostMean","LoadFactorMean","DemandGrowthMean","SalesMean","NuclearMean","FuelCostMean"
"1","1",0.173772335062036,0.532254597551676,-0.383507775131537,-0.303553224499188,-0.225269778861754,-0.0480086863673967,0.381135693028506,-0.387515286614398
"2","2",2.03732429035108,-0.86288816195585,0.578232617130594,-1.29501934634652,-0.718643112356884,-1.5814283687742,0.214388827328534,1.69263800002827
"3","3",-0.499107498458439,-0.71137634384717,0.0781276131542863,1.33659038437244,0.134399381256196,-0.672804563067753,-0.605052912682752,1.24847174099053
"4","4",-0.600275717955115,-0.833179962326697,1.33891013126932,-0.48058021900874,0.991717777092901,1.85652136896304,-0.714629424428448,-0.965765992997909
